INDICATOR;Indicator;Code;Country;Year;Time;Value;Flag Codes;Flags
GERD;GERD as a percentage of GDP;AUT;Austria;2020;2020;3.20128;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2000;2000;1.93619;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2001;2001;2.03279;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2002;2002;1.90325;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2003;2003;1.84119;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2004;2004;1.8205;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2005;2005;1.79061;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2006;2006;1.82269;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2007;2007;1.84999;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2008;2008;1.93684;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2009;2009;1.9986;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2010;2010;2.06188;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2011;2011;2.17332;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2012;2012;2.28114;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2013;2013;2.33073;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2014;2014;2.37002;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2015;2015;2.42817;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2016;2016;2.52338;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2017;2017;2.66666;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2018;2018;2.86031;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2019;2019;3.16;;
GERD;GERD as a percentage of GDP;BEL;Belgium;2020;2020;3.4772;;
GERD;GERD as a percentage of GDP;CAN;Canada;2000;2000;1.85848;;
GERD;GERD as a percentage of GDP;CAN;Canada;2001;2001;2.02117;;
GERD;GERD as a percentage of GDP;CAN;Canada;2002;2002;1.97171;;
GERD;GERD as a percentage of GDP;CAN;Canada;2003;2003;1.96781;;
GERD;GERD as a percentage of GDP;CAN;Canada;2004;2004;1.99734;;
GERD;GERD as a percentage of GDP;CAN;Canada;2005;2005;1.97127;;
GERD;GERD as a percentage of GDP;CAN;Canada;2006;2006;1.94304;;
GERD;GERD as a percentage of GDP;CAN;Canada;2007;2007;1.90358;;
GERD;GERD as a percentage of GDP;CAN;Canada;2008;2008;1.85578;;
GERD;GERD as a percentage of GDP;CAN;Canada;2009;2009;1.91742;;
GERD;GERD as a percentage of GDP;CAN;Canada;2010;2010;1.82528;;
GERD;GERD as a percentage of GDP;CAN;Canada;2011;2011;1.78714;;
GERD;GERD as a percentage of GDP;CAN;Canada;2012;2012;1.77232;;
GERD;GERD as a percentage of GDP;CAN;Canada;2013;2013;1.7054;;
GERD;GERD as a percentage of GDP;CAN;Canada;2014;2014;1.71417;;
GERD;GERD as a percentage of GDP;CAN;Canada;2015;2015;1.69324;;
GERD;GERD as a percentage of GDP;CAN;Canada;2016;2016;1.72873;;
GERD;GERD as a percentage of GDP;CAN;Canada;2017;2017;1.6858;;
GERD;GERD as a percentage of GDP;CAN;Canada;2018;2018;1.67917;;
GERD;GERD as a percentage of GDP;CAN;Canada;2019;2019;1.59163;;
GERD;GERD as a percentage of GDP;CAN;Canada;2020;2020;1.69781;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2000;2000;1.10997;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2001;2001;1.09871;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2002;2002;1.09819;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2003;2003;1.1421;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2004;2004;1.13935;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2005;2005;1.161;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2006;2006;1.22542;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2007;2007;1.29572;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2008;2008;1.23358;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2009;2009;1.28656;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2010;2010;1.3267;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2011;2011;1.54477;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2012;2012;1.76967;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2013;2013;1.87924;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2014;2014;1.95833;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2015;2015;1.91689;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2016;2016;1.67003;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2017;2017;1.76855;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2018;2018;1.89945;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2019;2019;1.92773;;
GERD;GERD as a percentage of GDP;CZE;Czechia;2020;2020;1.99104;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2000;2000;2.1862;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2001;2001;2.32466;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2002;2002;2.44145;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2003;2003;2.51085;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2004;2004;2.41916;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2005;2005;2.39337;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2006;2006;2.403;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2007;2007;2.51541;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2008;2008;2.77346;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2009;2009;3.05514;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2010;2010;2.91707;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2011;2011;2.94465;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2012;2012;2.98125;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2013;2013;2.97048;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2014;2014;2.91409;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2015;2015;3.05497;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2016;2016;3.09283;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2017;2017;2.93124;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2018;2018;2.96603;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2019;2019;2.888;;
GERD;GERD as a percentage of GDP;DNK;Denmark;2020;2020;2.96154;;
GERD;GERD as a percentage of GDP;FIN;Finland;2000;2000;3.24138;;
GERD;GERD as a percentage of GDP;FIN;Finland;2001;2001;3.19372;;
GERD;GERD as a percentage of GDP;FIN;Finland;2002;2002;3.25308;;
GERD;GERD as a percentage of GDP;FIN;Finland;2003;2003;3.29822;;
GERD;GERD as a percentage of GDP;FIN;Finland;2004;2004;3.30907;;
GERD;GERD as a percentage of GDP;FIN;Finland;2005;2005;3.3237;;
GERD;GERD as a percentage of GDP;FIN;Finland;2006;2006;3.33215;;
GERD;GERD as a percentage of GDP;FIN;Finland;2007;2007;3.33704;;
GERD;GERD as a percentage of GDP;FIN;Finland;2008;2008;3.53697;;
GERD;GERD as a percentage of GDP;FIN;Finland;2009;2009;3.73402;;
GERD;GERD as a percentage of GDP;FIN;Finland;2010;2010;3.70532;;
GERD;GERD as a percentage of GDP;FIN;Finland;2011;2011;3.61806;;
GERD;GERD as a percentage of GDP;FIN;Finland;2012;2012;3.39832;;
GERD;GERD as a percentage of GDP;FIN;Finland;2013;2013;3.27137;;
GERD;GERD as a percentage of GDP;FIN;Finland;2014;2014;3.14751;;
GERD;GERD as a percentage of GDP;FIN;Finland;2015;2015;2.87196;;
GERD;GERD as a percentage of GDP;FIN;Finland;2016;2016;2.72442;;
GERD;GERD as a percentage of GDP;FIN;Finland;2017;2017;2.72787;;
GERD;GERD as a percentage of GDP;FIN;Finland;2018;2018;2.75742;;
GERD;GERD as a percentage of GDP;FIN;Finland;2019;2019;2.79683;;
GERD;GERD as a percentage of GDP;FIN;Finland;2020;2020;2.93544;;
GERD;GERD as a percentage of GDP;FRA;France;2000;2000;2.09346;;
GERD;GERD as a percentage of GDP;FRA;France;2001;2001;2.13804;;
GERD;GERD as a percentage of GDP;FRA;France;2002;2002;2.17449;;
GERD;GERD as a percentage of GDP;FRA;France;2003;2003;2.11994;;
GERD;GERD as a percentage of GDP;FRA;France;2004;2004;2.09461;;
GERD;GERD as a percentage of GDP;FRA;France;2005;2005;2.05151;;
GERD;GERD as a percentage of GDP;FRA;France;2006;2006;2.05094;;
GERD;GERD as a percentage of GDP;FRA;France;2007;2007;2.02451;;
GERD;GERD as a percentage of GDP;FRA;France;2008;2008;2.06117;;
GERD;GERD as a percentage of GDP;FRA;France;2009;2009;2.21207;;
GERD;GERD as a percentage of GDP;FRA;France;2010;2010;2.17857;;
GERD;GERD as a percentage of GDP;FRA;France;2011;2011;2.19161;;
GERD;GERD as a percentage of GDP;FRA;France;2012;2012;2.22707;;
GERD;GERD as a percentage of GDP;FRA;France;2013;2013;2.23703;;
GERD;GERD as a percentage of GDP;FRA;France;2014;2014;2.27592;;
GERD;GERD as a percentage of GDP;FRA;France;2015;2015;2.22702;;
GERD;GERD as a percentage of GDP;FRA;France;2016;2016;2.22238;;
GERD;GERD as a percentage of GDP;FRA;France;2017;2017;2.19888;;
GERD;GERD as a percentage of GDP;FRA;France;2018;2018;2.19666;;
GERD;GERD as a percentage of GDP;FRA;France;2019;2019;2.19179;;
GERD;GERD as a percentage of GDP;FRA;France;2020;2020;2.35493;;
GERD;GERD as a percentage of GDP;DEU;Germany;2000;2000;2.40982;;
GERD;GERD as a percentage of GDP;DEU;Germany;2001;2001;2.40437;;
GERD;GERD as a percentage of GDP;DEU;Germany;2002;2002;2.43622;;
GERD;GERD as a percentage of GDP;DEU;Germany;2003;2003;2.47461;;
GERD;GERD as a percentage of GDP;DEU;Germany;2004;2004;2.43519;;
GERD;GERD as a percentage of GDP;DEU;Germany;2005;2005;2.44193;;
GERD;GERD as a percentage of GDP;DEU;Germany;2006;2006;2.47232;;
GERD;GERD as a percentage of GDP;DEU;Germany;2007;2007;2.46048;;
GERD;GERD as a percentage of GDP;DEU;Germany;2008;2008;2.61513;;
GERD;GERD as a percentage of GDP;DEU;Germany;2009;2009;2.74266;;
GERD;GERD as a percentage of GDP;DEU;Germany;2010;2010;2.73024;;
GERD;GERD as a percentage of GDP;DEU;Germany;2011;2011;2.80555;;
GERD;GERD as a percentage of GDP;DEU;Germany;2012;2012;2.88166;;
GERD;GERD as a percentage of GDP;DEU;Germany;2013;2013;2.83599;;
GERD;GERD as a percentage of GDP;DEU;Germany;2014;2014;2.87784;;
GERD;GERD as a percentage of GDP;DEU;Germany;2015;2015;2.93379;;
GERD;GERD as a percentage of GDP;DEU;Germany;2016;2016;2.94039;;
GERD;GERD as a percentage of GDP;DEU;Germany;2017;2017;3.0471;;
GERD;GERD as a percentage of GDP;DEU;Germany;2018;2018;3.10788;;
GERD;GERD as a percentage of GDP;DEU;Germany;2019;2019;3.1677;;
GERD;GERD as a percentage of GDP;DEU;Germany;2020;2020;3.14426;;
GERD;GERD as a percentage of GDP;GRC;Greece;2001;2001;0.55948;;
GERD;GERD as a percentage of GDP;GRC;Greece;2003;2003;0.54654;;
GERD;GERD as a percentage of GDP;GRC;Greece;2004;2004;0.5273;;
GERD;GERD as a percentage of GDP;GRC;Greece;2005;2005;0.57896;;
GERD;GERD as a percentage of GDP;GRC;Greece;2006;2006;0.56118;;
GERD;GERD as a percentage of GDP;GRC;Greece;2007;2007;0.57655;;
GERD;GERD as a percentage of GDP;GRC;Greece;2008;2008;0.66183;;
GERD;GERD as a percentage of GDP;GRC;Greece;2009;2009;0.62557;;
GERD;GERD as a percentage of GDP;GRC;Greece;2010;2010;0.60347;;
GERD;GERD as a percentage of GDP;GRC;Greece;2011;2011;0.68426;;
GERD;GERD as a percentage of GDP;GRC;Greece;2012;2012;0.71005;;
GERD;GERD as a percentage of GDP;GRC;Greece;2013;2013;0.81478;;
GERD;GERD as a percentage of GDP;GRC;Greece;2014;2014;0.83998;;
GERD;GERD as a percentage of GDP;GRC;Greece;2015;2015;0.96605;;
GERD;GERD as a percentage of GDP;GRC;Greece;2016;2016;1.00529;;
GERD;GERD as a percentage of GDP;GRC;Greece;2017;2017;1.15228;;
GERD;GERD as a percentage of GDP;GRC;Greece;2018;2018;1.21371;;
GERD;GERD as a percentage of GDP;GRC;Greece;2019;2019;1.27566;;
GERD;GERD as a percentage of GDP;GRC;Greece;2020;2020;1.4961;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2000;2000;0.79096;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2001;2001;0.9131;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2002;2002;0.98355;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2003;2003;0.91865;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2004;2004;0.85973;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2005;2005;0.91931;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2006;2006;0.9771;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2007;2007;0.95417;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2008;2008;0.97727;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2009;2009;1.12763;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2010;2010;1.12817;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2011;2011;1.17877;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2012;2012;1.25381;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2013;2013;1.38361;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2014;2014;1.34417;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2015;2015;1.3392;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2016;2016;1.17963;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2017;2017;1.3168;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2018;2018;1.50755;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2019;2019;1.47736;;
GERD;GERD as a percentage of GDP;HUN;Hungary;2020;2020;1.60766;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2000;2000;2.57201;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2001;2001;2.83989;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2002;2002;2.8212;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2003;2003;2.7055;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2005;2005;2.67969;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2006;2006;2.85266;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2007;2007;2.53294;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2008;2008;2.46414;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2009;2009;2.59713;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2011;2011;2.40367;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2013;2013;1.69238;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2014;2014;1.93616;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2015;2015;2.18139;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2016;2016;2.1098;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2017;2017;2.08412;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2018;2018;2.0002;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2019;2019;2.3233;;
GERD;GERD as a percentage of GDP;ISL;Iceland;2020;2020;2.47176;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2000;2000;1.08383;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2001;2001;1.05194;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2002;2002;1.05575;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2003;2003;1.12435;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2004;2004;1.17778;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2005;2005;1.19197;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2006;2006;1.19887;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2007;2007;1.23408;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2008;2008;1.39126;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2009;2009;1.61371;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2010;2010;1.59504;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2011;2011;1.5528;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2012;2012;1.55766;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2013;2013;1.56798;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2014;2014;1.52216;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2015;2015;1.18291;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2016;2016;1.17571;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2017;2017;1.2554;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2018;2018;1.1693;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2019;2019;1.22589;;
GERD;GERD as a percentage of GDP;IRL;Ireland;2020;2020;1.23233;;
GERD;GERD as a percentage of GDP;ITA;Italy;2000;2000;1.00364;;
GERD;GERD as a percentage of GDP;ITA;Italy;2001;2001;1.0407;;
GERD;GERD as a percentage of GDP;ITA;Italy;2002;2002;1.08124;;
GERD;GERD as a percentage of GDP;ITA;Italy;2003;2003;1.05894;;
GERD;GERD as a percentage of GDP;ITA;Italy;2004;2004;1.05025;;
GERD;GERD as a percentage of GDP;ITA;Italy;2005;2005;1.04435;;
GERD;GERD as a percentage of GDP;ITA;Italy;2006;2006;1.08401;;
GERD;GERD as a percentage of GDP;ITA;Italy;2007;2007;1.12899;;
GERD;GERD as a percentage of GDP;ITA;Italy;2008;2008;1.15972;;
GERD;GERD as a percentage of GDP;ITA;Italy;2009;2009;1.21787;;
GERD;GERD as a percentage of GDP;ITA;Italy;2010;2010;1.21797;;
GERD;GERD as a percentage of GDP;ITA;Italy;2011;2011;1.20155;;
GERD;GERD as a percentage of GDP;ITA;Italy;2012;2012;1.26219;;
GERD;GERD as a percentage of GDP;ITA;Italy;2013;2013;1.30107;;
GERD;GERD as a percentage of GDP;ITA;Italy;2014;2014;1.3384;;
GERD;GERD as a percentage of GDP;ITA;Italy;2015;2015;1.3385;;
GERD;GERD as a percentage of GDP;ITA;Italy;2016;2016;1.36642;;
GERD;GERD as a percentage of GDP;ITA;Italy;2017;2017;1.37013;;
GERD;GERD as a percentage of GDP;ITA;Italy;2018;2018;1.42443;;
GERD;GERD as a percentage of GDP;ITA;Italy;2019;2019;1.46299;;
GERD;GERD as a percentage of GDP;ITA;Italy;2020;2020;1.53391;;
GERD;GERD as a percentage of GDP;JPN;Japan;2000;2000;2.85841;;
GERD;GERD as a percentage of GDP;JPN;Japan;2001;2001;2.92348;;
GERD;GERD as a percentage of GDP;JPN;Japan;2002;2002;2.96514;;
GERD;GERD as a percentage of GDP;JPN;Japan;2003;2003;2.9932;;
GERD;GERD as a percentage of GDP;JPN;Japan;2004;2004;2.98125;;
GERD;GERD as a percentage of GDP;JPN;Japan;2005;2005;3.13092;;
GERD;GERD as a percentage of GDP;JPN;Japan;2006;2006;3.22766;;
GERD;GERD as a percentage of GDP;JPN;Japan;2007;2007;3.29257;;
GERD;GERD as a percentage of GDP;JPN;Japan;2008;2008;3.29224;;
GERD;GERD as a percentage of GDP;JPN;Japan;2009;2009;3.1959;;
GERD;GERD as a percentage of GDP;JPN;Japan;2010;2010;3.10495;;
GERD;GERD as a percentage of GDP;JPN;Japan;2011;2011;3.20537;;
GERD;GERD as a percentage of GDP;JPN;Japan;2012;2012;3.17371;;
GERD;GERD as a percentage of GDP;JPN;Japan;2013;2013;3.27896;;
GERD;GERD as a percentage of GDP;JPN;Japan;2014;2014;3.36788;;
GERD;GERD as a percentage of GDP;JPN;Japan;2015;2015;3.24071;;
GERD;GERD as a percentage of GDP;JPN;Japan;2016;2016;3.10666;;
GERD;GERD as a percentage of GDP;JPN;Japan;2017;2017;3.16636;;
GERD;GERD as a percentage of GDP;JPN;Japan;2018;2018;3.22175;;
GERD;GERD as a percentage of GDP;JPN;Japan;2019;2019;3.19899;;
GERD;GERD as a percentage of GDP;JPN;Japan;2020;2020;3.26317;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2000;2000;2.12519;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2001;2001;2.27865;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2002;2002;2.20774;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2003;2003;2.27722;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2004;2004;2.44214;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2005;2005;2.5229;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2006;2006;2.71934;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2007;2007;2.87258;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2008;2008;2.98887;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2009;2009;3.14669;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2010;2010;3.31578;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2011;2011;3.59199;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2012;2012;3.8504;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2013;2013;3.95124;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2014;2014;4.07786;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2015;2015;3.9782;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2016;2016;3.98704;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2017;2017;4.29206;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2018;2018;4.51633;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2019;2019;4.62703;;
GERD;GERD as a percentage of GDP;KOR;Republic of Korea;2020;2020;4.8145;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2000;2000;1.58314;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2003;2003;1.6235;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2004;2004;1.58819;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2005;2005;1.55873;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2006;2006;1.64886;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2007;2007;1.57165;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2008;2008;1.54663;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2009;2009;1.58839;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2010;2010;1.42373;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2011;2011;1.42453;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2012;2012;1.20664;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2013;2013;1.23381;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2014;2014;1.217;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2015;2015;1.25226;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2016;2016;1.2669;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2017;2017;1.23898;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2018;2018;1.16712;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2019;2019;1.17664;;
GERD;GERD as a percentage of GDP;LUX;Luxembourg;2020;2020;1.1286;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2000;2000;0.30613;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2001;2001;0.32418;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2002;2002;0.3543;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2003;2003;0.39314;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2004;2004;0.38816;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2005;2005;0.39844;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2006;2006;0.36922;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2007;2007;0.39833;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2008;2008;0.44387;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2009;2009;0.47954;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2010;2010;0.49485;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2011;2011;0.47129;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2012;2012;0.42096;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2013;2013;0.42503;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2014;2014;0.4353;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2015;2015;0.42943;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2016;2016;0.38778;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2017;2017;0.32832;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2018;2018;0.30711;;
GERD;GERD as a percentage of GDP;MEX;Mexico;2019;2019;0.28384;;
